16 22106 83718
-45.26350220046243
31.24292004369397
-9.287407898477042
-8.481599291286576
33.07163197362186
5.349949657402892
23.88447533286896
-59.84542434977782
4.974255831799226
68.50137069903516
-63.40206950012372
1.282009069243098
129.4394059668962
-49.23763969835047
1.284284860986817
129.6125643489465
-49.50131096669651
-9.081732688121441
-10.91496838466547
33.99719528521085
2.752087162018348
83.09650847844776
-49.22405151213797
0.4061631932500756
96.01533300020742
-35.07614280002771
-0.6208631141262585
94.18171661746545
-29.08147023236716
0.676798658990719
99.70630074241524
-37.37302546517996
0.1476865014775515
97.19966349727028
-31.28339468493774
2.669896441551659
128.8669585776561
-48.98988848508895
-7.914953944913805
-4.283433209244081
30.74476519467758
-6.954599546389475
-46.05665923636339
32.05041102874826
7.357220003269601
19.64975023870408
-55.10158629096744
2.930772418124374
100.7006634530026
-37.51563455114551
7.222561506318214
77.66006747774757
-57.63429562532011
12.69034365411312
50.8307860139013
-85.48477720448605
-7.379352943629216
-20.7995557700346
34.60957576369817
4.087281931846311
105.7729811243562
-41.19688426985017
3.852542090997164
96.18959590583692
-36.64584485762595
3.867096188799857
113.056129283044
-39.11880859795347
-5.908734796507304
-58.10583479177973
33.78954070068971
11.78356180077966
64.21978804197296
-73.18677628748669
5.541255755239252
107.6295772912797
-42.14684464490833
8.500339805062213
81.6867328086263
-54.42592996397438
5.287974781233848
96.51777899629849
-36.98734426401636
-6.537540978087006
-14.26719306709298
35.47467628772288
11.188510632078
76.56047629041296
-62.10114913788517
6.78677835012397
100.720930029593
-40.59240083995802
7.249903563765749
104.7510714956518
-42.4305696149633
7.055607455967795
104.2544283563962
-41.64888458417401
7.055607455967848
104.2544283563963
-41.6488845841742
-6.069588550892512
-19.68981436638973
35.47326957828079
8.266910290741842
91.04887878634938
-44.65959817919695
7.417595861276361
97.87175832970516
-37.64191209756826
13.87180969947465
69.94669400320731
-67.96075023080853
13.44548689558334
74.54824130317216
-65.32388227336769
-4.460470029513677
-58.91980487103593
34.42061201302062
13.93801604094824
74.82428594315627
-64.59387952902146
-5.203602027923996
-9.814719405940416
34.85242769829103
14.87990825087342
70.11657721908681
-68.33848524395279
-5.155031124946718
-35.99013663098305
36.52078250302572
14.37332616255903
74.3987613192342
-64.86374189544262
9.775283710410358
107.0152697848391
-43.09222447273321
15.38859630670532
72.66456057276739
-68.16835333878392
12.2127756611194
88.51294069696273
-51.69909385656269
9.580494235500991
97.93333412399853
-39.0540869402321
-4.714874852323686
-10.90683567730625
35.32340400801882
-4.356332004365076
-7.734661370034331
34.06104814071879
13.34257043769022
88.51416267709313
-52.69764038693808
-4.449329790808327
-16.02115790287035
35.98556585334092
-4.73505617276363
-30.3709874468344
38.08059228537945
10.92446395960727
98.09771632975259
-39.26525509794382
12.48396019537775
112.1028842847354
-45.80422848277159
12.9298877548008
118.5455937022639
-48.19580139824122
14.18598470586343
89.83274800899358
-52.65508349896309
-3.687180203161748
-10.69496044504664
35.25197987042264
14.39104615437128
91.87962557062266
-50.6737002311156
-3.746314782706555
-13.99818139830657
35.91310118602529
14.7786496552246
92.32442031358298
-50.21842957391168
14.13909565524716
115.0688967274109
-48.29552388380706
-3.099627796732398
-7.669180726795575
34.10138188970859
12.61397641155198
99.16787786420363
-39.70601771432008
12.613976411552
99.16787786420367
-39.70601771432015
15.62368786805421
132.2492727661116
-48.83883659280911
14.13259799156944
99.64113627888864
-41.4247720041189
15.45430324611383
113.2381703813344
-47.50409606978396
24.2874944222004
61.9939703168254
-85.04695233610532
-1.503623760928275
-57.74298484758621
32.97954617847343
16.23348904525195
102.9767439706322
-44.42378365693222
17.27888487868077
112.1164861072611
-48.54360926686748
17.27888487868077
112.116486107261
-48.54360926686746
17.06822446419016
108.8264655218299
-47.04251315698453
17.06822446419015
108.8264655218299
-47.04251315698453
26.05146198974607
63.31160484322284
-84.45643953981794
18.06909861023469
114.3558655501277
-49.370098517621
16.89550543505146
103.8263604887585
-43.99739012730775
18.61988660087469
115.0598416834995
-49.78601433187565
-2.313093145372192
-31.28486209274006
38.98746147989979
-1.556719311020301
-30.15018691322513
37.16299998441146
20.50727150181058
93.22617205406952
-53.95826487379124
19.4131444838272
110.2876253462563
-48.00997095975096
-0.4523299172599677
-24.72344560626773
36.38345742721096
-0.4523299172599705
-24.72344560626773
36.38345742721099
23.81311432672317
21.12843617077443
-57.8954267506887
22.66204355856408
106.9453335882502
-48.01380553687678
24.91624309676459
21.65988494091613
-58.6438777038634
26.26282030053637
92.52821374179837
-59.47234954980049
0.9789651566964308
-16.7141165382195
35.54721211771855
33.57702671083073
78.61169047492825
-77.52016745597598
28.92602346022199
98.29167177856837
-58.64276714509847
1.507618939722158
-31.91366851778289
38.5005101345884
35.86396249805895
88.72158048147588
-70.83489141912109
35.97227021388765
90.86044144815102
-66.9134539679753
36.88038875443959
88.9625921729279
-69.70342264653752
-75.35896417783546
-2.279409691899581
97.58897479382705
-123.6901533813383
-0.8858618579678755
-22.16879498140781
-177.8996195236718
125.3129700448477
-126.0404102411453
-149.407181650871
62.41914014124345
-93.91556246951126
-169.7593922430008
108.8007854647532
-119.0226240890217
-153.1071562182291
118.4698174477541
-85.9790917287295
-149.3187837186569
124.9046846138172
-74.8397782131245
-153.0047019968731
94.43542312257591
-101.5110488751259
-149.3226071688197
115.5576099581435
-80.9637090848925
-150.1932701775131
105.1428496530672
-90.81967163067992
-148.0543086425771
116.5220177524089
-81.23330819695218
-149.7518318893931
89.97154020299585
-102.1590283007249
-143.4551094527366
113.0234565171796
-75.60387522922709
-130.430020952707
74.98104086796261
-76.77182309883635
-128.2457501583751
77.7363061610076
-73.0480239967856
-119.3902784651345
93.17072382971176
-46.26907924688449
-119.0915590587348
102.4131334252306
-39.6950832665266
-118.8742787757241
88.40478927875438
-47.4533767479998
-117.6114607315432
86.11003172101987
-44.33137136013197
-119.7154984136738
85.50672735261858
-52.40026403687259
-118.4129824927687
101.6707521671696
-41.71119777030689
-113.599621105857
77.41576830357188
-44.08536827472506
-136.1307440258203
144.3505298736658
-69.5497966813831
-112.5899453097572
95.39947958630123
-34.54334505206071
-111.2886168829578
78.81507465973549
-40.45363832213959
-122.5424743260829
118.0931401866188
-50.71879195140151
-101.3738095633419
63.95308206269917
-31.67142677548718
-102.1819471356384
68.1283581699133
-31.38622945525927
-102.1819471356385
68.12835816991335
-31.38622945525939
-98.50335663251127
67.21565066486377
-24.52108082202901
-126.2708393902347
151.9435816372352
-73.35116713126789
-84.98450054519
65.49756559668802
-1.263026572774293
-70.7538640325058
-19.1038573298663
-7.622148241314495
-89.51703242966968
84.10390677118316
-9.503061015301931
-69.37832692391633
-20.18991790929859
-5.677134544332166
-84.42678913740883
26.02789548647856
-32.94506142153908
-82.89392712036577
33.59688710528674
-27.13442703875976
-100.9014904139734
116.7043225392177
-40.48084787584046
-100.7257804694402
117.9386839959247
-39.48400145903959
-82.35268117322587
33.67539260141059
-27.29359047509276
-99.99485341022233
119.7326373014316
-39.33661725176844
-80.76649489699409
53.05234553756343
-10.95045798091591
-99.63549789708119
115.6279139852098
-43.24312745436243
-80.45819748782297
50.27163916489059
-13.92767880970726
-98.63703797891894
117.9344578010191
-41.75606061936166
-97.45449167824431
119.30587534436
-38.88109710488061
-97.76476895640675
116.6891479012995
-43.05540160380182
-97.39292867433392
115.8203058485038
-41.70986769288442
-97.21494355769011
116.800909216743
-40.93725053689639
-97.64959788804165
117.9667176123723
-42.59644115876566
-96.15462363174866
119.2511542420707
-43.98308593845348
-78.45770422777059
43.1545978624079
-22.47809791139224
-78.06917732670834
39.39328191606417
-25.48204208782647
-95.25882128356164
119.7066396897537
-42.30091247884445
-78.28511485385597
25.2281955884992
-38.27682569610476
-71.40138612773356
-0.432660886052373
-27.39155867193008
-77.19297322231661
51.00591867814818
-16.12017361964052
-78.12578717296697
27.44198037130131
-37.55583445516064
-78.81922581976404
78.00263728561795
-5.255399337894465
-77.27290896955815
35.78062620886315
-30.47156915738781
-93.53615484228574
119.4788868599491
-41.58334742464088
-76.59901859369452
34.27786768128072
-32.29622621394983
-50.38740302146869
-45.99089076068625
23.50459805026089
-75.74702906619669
36.11453246144465
-31.22275106604498
-73.56337823113516
65.53737879181035
-5.050549139528203
-73.14881356641105
65.48663001407897
-4.321847031641886
-73.54270427000563
55.88079131067417
-14.1345528956977
-75.49857128513449
93.07942689781915
-12.85154909714475
-44.97230152495072
-50.32341357112701
27.64308194501498
-67.81452391687098
64.82423231580378
-11.25714059564204
-46.92597626204903
-42.43536755846838
18.40937950363515
-84.58866118514433
142.2817768173287
-51.91959422747308
-66.3013516750938
67.62585818588124
-8.568069283730281
-52.85652091305237
-17.66205940250411
-9.974108285581867
-52.02894715153372
-19.39553076491687
-8.045351323532527
-62.33925706301687
53.48399159614762
-25.95823852345571
-66.48359762348271
105.5260470958831
-15.17428015741963
-52.23808676967511
-6.160534297842652
-21.69172598047312
-60.72997094358606
67.93347217467782
-13.49072126090031
-50.51921828513053
-7.546163834342382
-21.2111666062707
-35.72373195186519
-61.26903552303695
38.99422254234633
-38.77995191237661
-48.85447343306841
25.21396958431719
-49.23245049637067
-8.49661441022662
-19.16373594594095
-57.65809166621288
42.08809182951764
-38.2488577393425
-56.8415671222672
42.29340370138983
-39.14925880268069
-36.42755361570371
-54.08374961384235
31.51100051647529
-56.29195537458935
71.77012369553215
-14.01063264987027
-55.26973119173947
56.84361027540525
-28.52103492427355
-54.65445979668707
40.94989067301815
-42.49074773310316
-49.33718444542763
26.73767057779756
-57.99457716674734
-47.86370083310457
44.23008959385796
-44.60376232342959
-58.72527752554063
113.9480334459892
-108.0503252654131
-46.90783574656753
40.67255940295822
-46.73100461581193
-29.34278052895735
-61.65257388485504
39.91885846654983
-46.44835211693029
72.45308337441753
-20.39562079249166
-43.34249656608219
63.52346450584859
-31.74716794247893
-40.74274580835341
46.91458545084218
-48.53991187014552
-42.66344305509613
86.85904845496434
-21.74133978670862
-39.9140043753337
48.01796872300616
-47.56503110940398
-40.02035037285835
61.64227451847095
-35.45637163098303
-25.95427353436322
-61.5223415165132
39.15060996798253
-25.95427353436322
-61.5223415165132
39.15060996798254
-25.80938024309608
-62.10298458656234
39.25606303949864
-25.7566325532169
-57.56485265180472
34.04675633201762
-38.07691440301154
76.56776913132678
-23.17158654296085
-25.68211719118684
-54.5495547338833
31.13380203491796
-25.40066428225238
-56.93427679559705
33.85121536315465
-27.35137806791802
-28.437776953525
20.4435023429138
-33.8829720276684
49.13163010057107
-51.83406430706557
-23.68794201757674
-62.41534384771264
39.87945256961765
-23.53313884423255
-64.30111304362396
41.86305577884862
-27.02506460403334
-19.49585388302432
26.17103098935934
-30.61015692325206
49.20307918118813
-54.27933849102003
-30.64811439449928
48.76626024229618
-52.89494851162628
-26.09190278686479
-17.90644484536601
26.43550924765112
-22.78939658580728
-58.08288649016956
35.03574353371113
-25.62149848428102
-8.334823890642815
14.55466474536113
-25.69827609773975
-7.503865079379313
13.50026309603128
-22.41753538525082
-55.68790523404462
32.29929346009481
-21.85295416849479
-64.70040892610919
42.60379573247606
-21.84171748852605
-64.9773933107206
42.04465319503787
-22.22597471399645
-57.17544059022904
33.93383380884892
-24.59290076161148
-23.75644881679907
32.15808646357332
-27.53843382891682
54.93523398260401
-50.47744467227042
-26.98745556953769
51.43771954257166
-54.66383863419907
-21.65994498370011
-54.98833032199412
31.45131780353865
-20.49790822029996
-63.1020799836401
40.80179426506055
-20.58294338500395
-59.00467932779465
35.6939320648107
-20.2938638275649
-56.4674691584302
32.91839712308937
-22.50470031091507
-7.607489689838166
18.16577627368329
-21.04254938728525
-34.27009269010826
26.38525304838742
-18.28641173160374
53.33180366047046
-59.90569679489231
-18.63076707095296
56.81168707819386
-54.58606260145334
-21.68910701403106
82.04249549868695
-29.17659193941062
-22.47790918279433
98.4618140521122
-26.92218484248983
-16.93300954103471
-59.3424680565149
36.03161792676456
-16.63915804151178
-58.973384264842
35.52379277918777
-13.09578903808403
38.26374224554935
-74.92982824824797
-16.44320941669237
-63.08008055742339
38.4751400380226
-16.2630857842219
-59.29150402890324
35.8610602249198
-16.33483121224332
-61.49631220761171
38.53950705581184
-15.82643194951129
-58.35231264436471
34.90488597829912
-15.79081773506865
-61.12551390941213
38.27315690507602
-15.34886112990379
-60.9562257071851
38.15161020661046
-16.50168947269833
110.393695016577
-34.98494047119636
-16.47884480636098
121.1819439005088
-39.34107023451939
-16.28823904588875
-2.954145333289198
23.16685836526215
-15.71733462657916
110.0652560882276
-36.43355551847036
-9.952275113621557
51.58274878404944
-66.21514527017629
-16.05417176699764
-15.9379593456526
31.05293311953843
-14.88013290069024
106.3523091037596
-34.81391380499956
-14.80111729367723
117.5158888179766
-39.42799570718314
-14.85349081265506
122.1262052955544
-40.61386822279454
-13.54777257987212
125.3693967978974
-42.33403746835766
-13.71033128447621
-59.11717527882644
35.58328245759157
-12.8855416853497
112.8997139827349
-37.75633931130521
-12.8855416853497
112.8997139827349
-37.75633931130522
-13.56676762830018
-58.65089856593518
35.6311742809234
-11.22754555543411
80.90920297122273
-40.16089764622551
-10.53974716327741
77.26158635090034
-43.11339357145346
-10.57942951537702
77.11630100449553
-42.88683419796436
-12.43396747411338
104.6238896638946
-34.84938367944726
-12.35254173422727
106.730345203731
-35.88774223924504
-14.55354362752381
-2.654957782794688
25.12849521169813
-12.09212761351762
112.5556617384414
-39.10624121331783
-12.08472752799751
112.0011358840074
-38.45189073070519
-14.3938914121415
-21.27849148631462
33.59070998139592
-13.46159235131934
-1.130430935113547
24.14682682941614
-13.39789280033561
-1.066327442190894
23.78560391034463
-10.38441218097683
117.316145676825
-38.43312019302827
-9.842967645826217
110.0457154370827
-37.97324552400231
-9.331398358311388
121.8790721225503
-42.75567329260027
-7.502738559185573
